Tid (h);Norm konc. 5
2.861111111;0.084854995
2.863888889;0.08439466
2.866666667;0.084241215
2.869444444;0.08408777
2.872222222;0.084138919
2.875;0.083627436
2.877777778;0.083320546
2.880555556;0.08260447
2.883333333;0.08260447
2.886111111;0.082553322
2.888888889;0.082348729
2.891666667;0.082451026
2.894444444;0.081223467
2.897222222;0.080967725
2.9;0.080865429
2.902777778;0.080660836
2.905555556;0.080507391
2.908333333;0.097284026
2.911111111;0.082246432
2.913888889;0.083525139
2.916666667;0.082041839
2.919444444;0.082144136
2.922222222;0.082092988
2.925;0.082246432
2.927777778;0.082451026
2.930555556;0.087054371
2.933333333;0.087463557
2.936111111;0.081837246
2.938888889;0.08142806
2.941666667;0.081070022
2.944444444;0.081172319
2.947222222;0.086133702
2.95;0.090685898
2.952777778;0.088639967
2.955555556;0.088077336
2.958333333;0.081274615
2.961111111;0.090737047
2.963888889;0.08142806
2.966666667;0.081376912
2.969444444;0.080967725
2.972222222;0.080558539
2.975;0.08025165
2.977777778;0.080098205
2.980555556;0.080302798
2.983333333;0.079842463
2.986111111;0.079433277
2.988888889;0.079382129
2.991666667;0.079330981
2.994444444;0.07963787
2.997222222;0.079689018
3;0.079740167
3.002777778;0.080149353
3.005555556;0.080660836
3.008333333;0.080711984
3.011111111;0.080916577
3.013888889;0.081325763
3.016666667;0.083473991
3.019444444;0.093550202
3.022222222;0.086747481
3.025;0.084548105
3.027777778;0.083013657
3.030555556;0.082706767
3.033333333;0.082860212
3.036111111;0.082860212
3.038888889;0.083883177
3.041666667;0.085110736
3.044444444;0.081888394
3.047222222;0.08112117
3.05;0.081018874
3.052777778;0.081070022
3.055555556;0.080916577
3.058333333;0.081274615
3.061111111;0.081479208
3.063888889;0.081530357
3.066666667;0.081632653
3.069444444;0.081990691
3.072222222;0.082246432
3.075;0.08291136
3.077777778;0.083115953
3.080555556;0.083167101
3.083333333;0.08321825
3.086111111;0.083320546
3.088888889;0.083678584
3.091666667;0.083883177
3.094444444;0.084650402
3.097222222;0.085315329
3.1;0.085366477
3.102777778;0.085673367
3.105555556;0.08587796
3.108333333;0.086696333
3.111111111;0.087514705
3.113888889;0.087923891
3.116666667;0.088230781
