Tid (h);Konc. Norm (g/l) 
5.2;0.076601476
5.202777778;0.076348944
5.205555556;0.07615253
5.208333333;0.07612447
5.211111111;0.076348944
5.213888889;0.076545358
5.216666667;0.076825949
5.219444444;0.077274895
5.222222222;0.077836078
5.225;0.078313084
5.227777778;0.078986504
5.230555556;0.07909874
5.233333333;0.078930385
5.236111111;0.078818149
5.238888889;0.078537557
5.241666667;0.078060552
5.244444444;0.077611605
5.247222222;0.077331014
5.25;0.077415191
5.252777778;0.077246836
5.255555556;0.077218777
5.258333333;0.076825949
5.261111111;0.076573417
5.263888889;0.076517298
5.266666667;0.076320884
5.269444444;0.076096411
5.272222222;0.076012234
5.275;0.076040293
5.277777778;0.076180589
5.280555556;0.076236707
5.283333333;0.076320884
5.286111111;0.076377003
5.288888889;0.076657594
5.291666667;0.07679789
5.294444444;0.076882067
5.297222222;0.076910127
5.3;0.076938186
5.302777778;0.076601476
5.305555556;0.076377003
5.308333333;0.076180589
5.311111111;0.075703583
5.313888889;0.07547911
5.316666667;0.075451051
5.319444444;0.075591347
5.322222222;0.075507169
5.325;0.0751424
5.327777778;0.075226578
5.330555556;0.075366873
5.333333333;0.075394933
5.336111111;0.075338814
5.338888889;0.075338814
5.341666667;0.075451051
5.344444444;0.075843879
5.347222222;0.076040293
5.35;0.076264766
5.352777778;0.077190718
5.355555556;0.077555487
5.358333333;0.077723842
5.361111111;0.077751901
5.363888889;0.077415191
5.366666667;0.077359073
5.369444444;0.077106541
5.372222222;0.076966245
5.375;0.076994304
5.377777778;0.077022363
5.380555556;0.077302955
5.383333333;0.077555487
5.386111111;0.077976374
5.388888889;0.078341143
5.391666667;0.078425321
5.394444444;0.07845338
5.397222222;0.078285025
5.4;0.078172788
5.402777778;0.078200847
5.405555556;0.07811667
5.408333333;0.077920256
5.411111111;0.077611605
5.413888889;0.07747131
5.416666667;0.077555487
5.419444444;0.077527428
5.422222222;0.077723842
5.425;0.07777996
5.427777778;0.077808019
5.430555556;0.078032492
5.433333333;0.077751901
5.436111111;0.07747131
5.438888889;0.077359073
5.441666667;0.077499369
5.444444444;0.078172788
5.447222222;0.078621735
5.45;0.079014563
5.452777778;0.079351272
5.455555556;0.079267095
5.458333333;0.078733971
5.461111111;0.078172788
5.463888889;0.077667724
5.466666667;0.077106541
5.469444444;0.076685653
5.472222222;0.076292825
5.475;0.07612447
5.477777778;0.07646118
5.480555556;0.076882067
5.483333333;0.077302955
5.486111111;0.077022363
5.488888889;0.076657594
5.491666667;0.07679789
5.494444444;0.076517298
5.497222222;0.076264766
5.5;0.076096411
5.502777778;0.076657594
5.505555556;0.075843879
5.508333333;0.075843879
5.511111111;0.075647465
5.513888889;0.076012234
5.516666667;0.076292825
5.519444444;0.075899997
5.522222222;0.075843879
5.525;0.075871938
5.527777778;0.075899997
5.530555556;0.075731642
5.533333333;0.075871938
5.536111111;0.075507169
5.538888889;0.075226578
5.541666667;0.075254637
5.544444444;0.075759701
5.547222222;0.074945986
5.55;0.075058223
5.552777778;0.074440921
5.555555556;0.075871938
5.558333333;0.075591347
5.561111111;0.076180589
5.563888889;0.075956115
5.566666667;0.076264766
5.569444444;0.076292825
5.572222222;0.076236707
5.575;0.076096411
5.577777778;0.076012234
5.580555556;0.075843879
5.583333333;0.076068352
5.586111111;0.076741772
5.588888889;0.077415191
5.591666667;0.077667724
5.594444444;0.077583546
5.597222222;0.077667724
5.6;0.077723842
5.602777778;0.077499369
5.605555556;0.076994304
5.608333333;0.0771346
5.611111111;0.077106541
5.613888889;0.077302955
5.616666667;0.077218777
5.619444444;0.076882067
5.622222222;0.076433121
5.625;0.076068352
5.627777778;0.075787761
5.630555556;0.075843879
5.633333333;0.075928056
5.636111111;0.076096411
5.638888889;0.076180589
5.641666667;0.076040293
5.644444444;0.075535228
5.647222222;0.07581582
5.65;0.07612447
5.652777778;0.076320884
5.655555556;0.076236707
5.658333333;0.076096411
5.661111111;0.076180589
5.663888889;0.076236707
5.666666667;0.076292825
5.669444444;0.076208648
5.672222222;0.076601476
5.675;0.07679789
5.677777778;0.076966245
5.680555556;0.077106541
5.683333333;0.077218777
5.686111111;0.076741772
5.688888889;0.076629535
5.691666667;0.076433121
5.694444444;0.076433121
5.697222222;0.076096411
5.7;0.07612447
5.702777778;0.075619406
5.705555556;0.075338814
5.708333333;0.075619406
5.711111111;0.075843879
5.713888889;0.075787761
5.716666667;0.075535228
5.719444444;0.075703583
5.722222222;0.075226578
5.725;0.075170459
5.727777778;0.075394933
5.730555556;0.07547911
5.733333333;0.075507169
5.736111111;0.075647465
5.738888889;0.075619406
5.741666667;0.075703583
5.744444444;0.075563287
5.747222222;0.075422992
5.75;0.075619406
5.752777778;0.075899997
5.755555556;0.076320884
5.758333333;0.076545358
5.761111111;0.076040293
5.763888889;0.075563287
5.766666667;0.075422992
5.769444444;0.07581582
5.772222222;0.075984175
5.775;0.075422992
5.777777778;0.075226578
5.780555556;0.075254637
5.783333333;0.075619406
5.786111111;0.075759701
5.788888889;0.075899997
5.791666667;0.075956115
5.794444444;0.075956115
5.797222222;0.075899997
5.8;0.075928056
5.802777778;0.07612447
5.805555556;0.076489239
5.808333333;0.076489239
5.811111111;0.07679789
5.813888889;0.076657594
5.816666667;0.076657594
5.819444444;0.076601476
5.822222222;0.076882067
5.825;0.076882067
5.827777778;0.076769831
5.830555556;0.076966245
5.833333333;0.077078481
5.836111111;0.078060552
5.838888889;0.078369202
5.841666667;0.07845338
5.844444444;0.078677853
5.847222222;0.078986504
5.85;0.079744101
5.852777778;0.087881254
5.855555556;0.08734813
5.858333333;0.086702769
5.861111111;0.088442437
5.863888889;0.088274082
5.866666667;0.088302141
5.869444444;0.088694969
5.872222222;0.089115856
5.875;0.089340329
5.877777778;0.089733157
5.880555556;0.089901512
5.883333333;0.089396448
5.886111111;0.088723028
5.888888889;0.088105727
5.891666667;0.087207834
5.894444444;0.086646651
5.897222222;0.087825135
5.9;0.089705098
5.902777778;0.092342658
5.905555556;0.091164174
5.908333333;0.090041808
5.911111111;0.088751087
5.913888889;0.08866691
5.916666667;0.08866691
5.919444444;0.088470496
5.922222222;0.090182104
5.925;0.086562474
5.927777778;0.087909313
5.930555556;0.088610792
5.933333333;0.081820478
5.936111111;0.076741772
5.938888889;0.076236707
5.941666667;0.07615253
5.944444444;0.076068352
5.947222222;0.076012234
5.95;0.075366873
5.952777778;0.075366873
5.955555556;0.075310755
5.958333333;0.075226578
5.961111111;0.075226578
5.963888889;0.075002104
5.966666667;0.074861809
5.969444444;0.075002104
5.972222222;0.07483375
5.975;0.074917927
5.977777778;0.074917927
5.980555556;0.075002104
5.983333333;0.074861809
5.986111111;0.074637336
5.988888889;0.074440921
5.991666667;0.074412862
5.994444444;0.074525099
5.997222222;0.074440921
6;0.074356744
6.002777778;0.074076153
6.005555556;0.074104212
6.008333333;0.074048093
6.011111111;0.074216448
6.013888889;0.074132271
6.016666667;0.07416033
6.019444444;0.074048093
6.022222222;0.073879738
6.025;0.073683324
6.027777778;0.073655265
6.030555556;0.07351497
6.033333333;0.07348691
6.036111111;0.073599147
6.038888889;0.073571088
6.041666667;0.073767502
6.044444444;0.073879738
6.047222222;0.073991975
6.05;0.074216448
6.052777778;0.074216448
6.055555556;0.074272567
6.058333333;0.07416033
6.061111111;0.074132271
6.063888889;0.073907798
6.066666667;0.073907798
6.069444444;0.073739443
6.072222222;0.073767502
6.075;0.07382362
6.077777778;0.073655265
6.080555556;0.07351497
6.083333333;0.07348691
6.086111111;0.073290496
6.088888889;0.073206319
6.091666667;0.073290496
6.094444444;0.073262437
6.097222222;0.073346615
6.1;0.07317826
6.102777778;0.073150201
6.105555556;0.073290496
6.108333333;0.073318556
6.111111111;0.073206319
6.113888889;0.073262437
6.116666667;0.073318556
6.119444444;0.073122141
6.122222222;0.072981846
6.125;0.072981846
6.127777778;0.073150201
6.130555556;0.073262437
6.133333333;0.073402733
6.136111111;0.07348691
6.138888889;0.073627206
6.141666667;0.073767502
6.144444444;0.073795561
6.147222222;0.073991975
6.15;0.074104212
6.152777778;0.074020034
6.155555556;0.074020034
6.158333333;0.074020034
6.161111111;0.074104212
6.163888889;0.073907798
6.166666667;0.074132271
6.169444444;0.074384803
6.172222222;0.073991975
6.175;0.073795561
6.177777778;0.073795561
6.180555556;0.073795561
6.183333333;0.073851679
6.186111111;0.073907798
6.188888889;0.073935857
6.191666667;0.073935857
6.194444444;0.073991975
6.197222222;0.074020034
6.2;0.074104212
6.202777778;0.074188389
6.205555556;0.074076153
6.208333333;0.074132271
6.211111111;0.074104212
6.213888889;0.074216448
6.216666667;0.074104212
6.219444444;0.074020034
6.222222222;0.074076153
6.225;0.073879738
6.227777778;0.073851679
6.230555556;0.073907798
6.233333333;0.073851679
6.236111111;0.073851679
6.238888889;0.073851679
6.241666667;0.073851679
6.244444444;0.073795561
6.247222222;0.073795561
6.25;0.073795561
6.252777778;0.074104212
6.255555556;0.07382362
6.258333333;0.073655265
6.261111111;0.073571088
6.263888889;0.073430792
6.266666667;0.07317826
6.269444444;0.073150201
6.272222222;0.073262437
6.275;0.073262437
6.277777778;0.073150201
6.280555556;0.073037964
6.283333333;0.073234378
6.286111111;0.072785432
6.288888889;0.072645136
6.291666667;0.07250484
6.294444444;0.072560959
6.297222222;0.072364544
6.3;0.07216813
6.302777778;0.071887539
6.305555556;0.071999776
6.308333333;0.071775302
6.311111111;0.07185948
6.313888889;0.072308426
6.316666667;0.072308426
6.319444444;0.072448722
6.322222222;0.073234378
6.325;0.073066023
6.327777778;0.073009905
6.330555556;0.072785432
6.333333333;0.072981846
6.336111111;0.072925727
6.338888889;0.07284155
6.341666667;0.072308426
6.344444444;0.07250484
6.347222222;0.072617077
6.35;0.072701254
6.352777778;0.072617077
6.355555556;0.072560959
6.358333333;0.072757373
6.361111111;0.072729313
6.363888889;0.072813491
6.366666667;0.072981846
6.369444444;0.072981846
6.372222222;0.072981846
6.375;0.072925727
6.377777778;0.072560959
6.380555556;0.07219619
6.383333333;0.071691125
6.386111111;0.071494711
6.388888889;0.071747243
6.391666667;0.07185948
6.394444444;0.071943657
6.397222222;0.072055894
6.4;0.072336485
6.402777778;0.072392604
6.405555556;0.072589018
6.408333333;0.072364544
6.411111111;0.072392604
6.413888889;0.072112012
6.416666667;0.071971716
6.419444444;0.072252308
6.422222222;0.071971716
6.425;0.072140071
6.427777778;0.072252308
6.430555556;0.072532899
6.433333333;0.072953787
6.436111111;0.072645136
6.438888889;0.072560959
6.441666667;0.072448722
6.444444444;0.072420663
6.447222222;0.072392604
6.45;0.072364544
6.452777778;0.072448722
6.455555556;0.072308426
6.458333333;0.072224249
6.461111111;0.072280367
6.463888889;0.072224249
6.466666667;0.07219619
6.469444444;0.072224249
6.472222222;0.072448722
6.475;0.072420663
6.477777778;0.072364544
6.480555556;0.072617077
6.483333333;0.072925727
6.486111111;0.073150201
6.488888889;0.073122141
6.491666667;0.073150201
6.494444444;0.073009905
6.497222222;0.072981846
6.5;0.073009905
6.502777778;0.073122141
6.505555556;0.072813491
6.508333333;0.072813491
6.511111111;0.072785432
6.513888889;0.072673195
6.516666667;0.072757373
6.519444444;0.072897668
6.522222222;0.072729313
6.525;0.072757373
6.527777778;0.072869609
6.530555556;0.07284155
6.533333333;0.072869609
6.536111111;0.073094082
6.538888889;0.073037964
6.541666667;0.072981846
6.544444444;0.072953787
6.547222222;0.073094082
6.55;0.073009905
6.552777778;0.072869609
6.555555556;0.072729313
6.558333333;0.072617077
6.561111111;0.072589018
6.563888889;0.072897668
6.566666667;0.073262437
6.569444444;0.07351497
6.572222222;0.073599147
6.575;0.073599147
6.577777778;0.073739443
6.580555556;0.073627206
6.583333333;0.073627206
6.586111111;0.07351497
6.588888889;0.073430792
6.591666667;0.073543029
6.594444444;0.073739443
6.597222222;0.073655265
6.6;0.073458851
6.602777778;0.073262437
6.605555556;0.072869609
6.608333333;0.072645136
6.611111111;0.072420663
6.613888889;0.072420663
6.616666667;0.072476781
6.619444444;0.072617077
6.622222222;0.072701254
6.625;0.072785432
6.627777778;0.07250484
6.630555556;0.07216813
6.633333333;0.072027835
6.636111111;0.071915598
6.638888889;0.072112012
6.641666667;0.072336485
6.644444444;0.07219619
6.647222222;0.072224249
6.65;0.07219619
6.652777778;0.072224249
6.655555556;0.072224249
6.658333333;0.072252308
6.661111111;0.073234378
6.663888889;0.072364544
6.666666667;0.072420663
6.669444444;0.072336485
6.672222222;0.072392604
6.675;0.072617077
6.677777778;0.072785432
6.680555556;0.072701254
6.683333333;0.072981846
6.686111111;0.073094082
6.688888889;0.073037964
6.691666667;0.072673195
6.694444444;0.072729313
6.697222222;0.072813491
6.7;0.072925727
6.702777778;0.072757373
6.705555556;0.072673195
6.708333333;0.072617077
6.711111111;0.072925727
6.713888889;0.072729313
6.716666667;0.072757373
6.719444444;0.07284155
6.722222222;0.072869609
6.725;0.073009905
6.727777778;0.073037964
6.730555556;0.072981846
6.733333333;0.073037964
6.736111111;0.073094082
6.738888889;0.073290496
6.741666667;0.073346615
6.744444444;0.073234378
6.747222222;0.073234378
6.75;0.073374674
6.752777778;0.073458851
6.755555556;0.073234378
6.758333333;0.073037964
6.761111111;0.072925727
6.763888889;0.072925727
6.766666667;0.072701254
6.769444444;0.072729313
6.772222222;0.072729313
6.775;0.072673195
6.777777778;0.072645136
6.780555556;0.072532899
6.783333333;0.072813491
6.786111111;0.07250484
6.788888889;0.072560959
6.791666667;0.072729313
6.794444444;0.072897668
6.797222222;0.072673195
6.8;0.072785432
6.802777778;0.072897668
6.805555556;0.072925727
6.808333333;0.07284155
6.811111111;0.07284155
6.813888889;0.072673195
6.816666667;0.072448722
6.819444444;0.072252308
6.822222222;0.072280367
6.825;0.072336485
6.827777778;0.072392604
6.830555556;0.072420663
6.833333333;0.073009905
6.836111111;0.073262437
6.838888889;0.07216813
6.841666667;0.072560959
6.844444444;0.072252308
6.847222222;0.07219619
6.85;0.07219619
6.852777778;0.072140071
6.855555556;0.072055894
6.858333333;0.07185948
6.861111111;0.071663066
6.863888889;0.071691125
6.866666667;0.071663066
6.869444444;0.071158001
6.872222222;0.071017705
6.875;0.071045764
6.877777778;0.071326356
6.880555556;0.071242179
6.883333333;0.071354415
6.886111111;0.071326356
6.888888889;0.071158001
6.891666667;0.071214119
6.894444444;0.071270238
6.897222222;0.070989646
6.9;0.071073824
6.902777778;0.071073824
6.905555556;0.071017705
6.908333333;0.070933528
6.911111111;0.071129942
6.913888889;0.070989646
6.916666667;0.071158001
6.919444444;0.071410533
6.922222222;0.071438593
6.925;0.071578888
6.927777778;0.071438593
6.930555556;0.071214119
6.933333333;0.071494711
6.936111111;0.071438593
6.938888889;0.071326356
6.941666667;0.071326356
6.944444444;0.071129942
6.947222222;0.071073824
6.95;0.071242179
6.952777778;0.071073824
6.955555556;0.071158001
6.958333333;0.071242179
6.961111111;0.071242179
6.963888889;0.071410533
6.966666667;0.071158001
6.969444444;0.07118606
6.972222222;0.071326356
6.975;0.071410533
6.977777778;0.071410533
6.980555556;0.071466652
6.983333333;0.071326356
6.986111111;0.071270238
6.988888889;0.071410533
6.991666667;0.071045764
6.994444444;0.071101883
6.997222222;0.071045764
7;0.071017705
7.002777778;0.071214119
7.005555556;0.071073824
7.008333333;0.071158001
7.011111111;0.071129942
7.013888889;0.07118606
7.016666667;0.071158001
7.019444444;0.070961587
7.022222222;0.07087741
7.025;0.070624877
7.027777778;0.070624877
7.030555556;0.070624877
7.033333333;0.070765173
7.036111111;0.070821291
7.038888889;0.070821291
7.041666667;0.070737114
7.044444444;0.070709055
7.047222222;0.070765173
7.05;0.070652936
7.052777778;0.070680996
7.055555556;0.070905469
7.058333333;0.070793232
7.061111111;0.070680996
7.063888889;0.070568759
7.066666667;0.070456522
7.069444444;0.070484581
7.072222222;0.070456522
7.075;0.070372345
7.077777778;0.070344286
7.080555556;0.070456522
7.083333333;0.070512641
7.086111111;0.070175931
7.088888889;0.070232049
7.091666667;0.070400404
7.094444444;0.070596818
7.097222222;0.071045764
7.1;0.070737114
7.102777778;0.070933528
7.105555556;0.071045764
7.108333333;0.071101883
7.111111111;0.071158001
7.113888889;0.071270238
7.116666667;0.071073824
7.119444444;0.07118606
7.122222222;0.071158001
7.125;0.071270238
7.127777778;0.071073824
7.130555556;0.070905469
7.133333333;0.07087741
7.136111111;0.070765173
7.138888889;0.070933528
7.141666667;0.070624877
7.144444444;0.070765173
7.147222222;0.070568759
7.15;0.070344286
7.152777778;0.07020399
7.155555556;0.070063694
7.158333333;0.069811162
7.161111111;0.06955863
7.163888889;0.069390275
7.166666667;0.069586689
7.169444444;0.069334156
7.172222222;0.069306097
7.175;0.069362216
7.177777778;0.06953057
7.180555556;0.06953057
7.183333333;0.06953057
7.186111111;0.069446393
7.188888889;0.069586689
7.191666667;0.069642807
7.194444444;0.069755044
7.197222222;0.069698925
7.2;0.06955863
7.202777778;0.069586689
7.205555556;0.069642807
7.208333333;0.069839221
7.211111111;0.069951458
7.213888889;0.069923399
7.216666667;0.069670866
7.219444444;0.069698925
7.222222222;0.069755044
7.225;0.069670866
7.227777778;0.069755044
7.230555556;0.069923399
7.233333333;0.069895339
7.236111111;0.069755044
7.238888889;0.069586689
7.241666667;0.069755044
7.244444444;0.069726984
7.247222222;0.069726984
7.25;0.069698925
7.252777778;0.069783103
7.255555556;0.06986728
7.258333333;0.069783103
7.261111111;0.069923399
7.263888889;0.069951458
7.266666667;0.069895339
7.269444444;0.069586689
7.272222222;0.069306097
7.275;0.068941328
7.277777778;0.069923399
7.280555556;0.071101883
7.283333333;0.070344286
7.286111111;0.069839221
7.288888889;0.069586689
7.291666667;0.069165802
7.294444444;0.068997447
7.297222222;0.068857151
7.3;0.068744914
7.302777778;0.068913269
7.305555556;0.068913269
7.308333333;0.068969387
7.311111111;0.068829092
7.313888889;0.068997447
7.316666667;0.068969387
7.319444444;0.069249979
7.322222222;0.069390275
7.325;0.069418334
7.327777778;0.069362216
7.330555556;0.069249979
7.333333333;0.06922192
7.336111111;0.069109683
7.338888889;0.068997447
7.341666667;0.069081624
7.344444444;0.068941328
7.347222222;0.068688796
7.35;0.068716855
7.352777778;0.068632678
7.355555556;0.068716855
7.358333333;0.068969387
7.361111111;0.069053565
7.363888889;0.068829092
7.366666667;0.068913269
7.369444444;0.068492382
7.372222222;0.068576559
7.375;0.068380145
7.377777778;0.068295968
7.380555556;0.068183731
7.383333333;0.067987317
7.386111111;0.068127613
7.388888889;0.068436264
7.391666667;0.068352086
7.394444444;0.068380145
7.397222222;0.068464323
7.4;0.068267909
7.402777778;0.068099554
7.405555556;0.068183731
7.408333333;0.068352086
7.411111111;0.068464323
7.413888889;0.06823985
7.416666667;0.068183731
7.419444444;0.068267909
7.422222222;0.068183731
7.425;0.068295968
7.427777778;0.068380145
7.430555556;0.068464323
7.433333333;0.068436264
7.436111111;0.068408204
7.438888889;0.067987317
7.441666667;0.067931199
7.444444444;0.067931199
7.447222222;0.067734785
7.45;0.067482253
7.452777778;0.067313898
7.455555556;0.06689301
7.458333333;0.066949129
7.461111111;0.066472123
7.463888889;0.066331827
7.466666667;0.066752715
7.469444444;0.067257779
7.472222222;0.067285839
7.475;0.067790903
7.477777778;0.067454193
7.480555556;0.067482253
7.483333333;0.067510312
7.486111111;0.067426134
7.488888889;0.067370016
7.491666667;0.067454193
7.494444444;0.067875081
7.497222222;0.06790314
7.5;0.067847022
7.502777778;0.067734785
7.505555556;0.067650607
7.508333333;0.067706726
7.511111111;0.067762844
7.513888889;0.067762844
7.516666667;0.067875081
7.519444444;0.068183731
7.522222222;0.067482253
7.525;0.067313898
7.527777778;0.067426134
7.530555556;0.067594489
7.533333333;0.06756643
7.536111111;0.067790903
7.538888889;0.068015376
7.541666667;0.067931199
7.544444444;0.067818962
7.547222222;0.067790903
7.55;0.067959258
7.552777778;0.068099554
7.555555556;0.068295968
7.558333333;0.068408204
7.561111111;0.068408204
7.563888889;0.068408204
7.566666667;0.0685485
7.569444444;0.068688796
7.572222222;0.068688796
7.575;0.068772973
7.577777778;0.068520441
7.580555556;0.068043436
7.583333333;0.067678667
7.586111111;0.067594489
7.588888889;0.067818962
7.591666667;0.068043436
7.594444444;0.06823985
7.597222222;0.068464323
7.6;0.068632678
7.602777778;0.068660737
7.605555556;0.068632678
7.608333333;0.0685485
7.611111111;0.068744914
7.613888889;0.068829092
7.616666667;0.068801033
7.619444444;0.068829092
7.622222222;0.068801033
7.625;0.0685485
7.627777778;0.068324027
7.630555556;0.068183731
7.633333333;0.06823985
7.636111111;0.068183731
7.638888889;0.068127613
7.641666667;0.067987317
7.644444444;0.067762844
7.647222222;0.067622548
7.65;0.06756643
7.652777778;0.067678667
7.655555556;0.067482253
7.658333333;0.067622548
7.661111111;0.067594489
7.663888889;0.06756643
7.666666667;0.06722972
7.669444444;0.067285839
7.672222222;0.06722972
7.675;0.067145543
7.677777778;0.066949129
7.680555556;0.066752715
7.683333333;0.066780774
7.686111111;0.06692107
7.688888889;0.066752715
7.691666667;0.066668537
7.694444444;0.066219591
7.697222222;0.065658408
7.7;0.065405876
7.702777778;0.065097225
7.705555556;0.064872752
7.708333333;0.064900811
7.711111111;0.065069166
7.713888889;0.065125284
7.716666667;0.065490053
7.719444444;0.065938999
7.722222222;0.066107354
7.725;0.066191532
7.727777778;0.06624765
7.730555556;0.066191532
7.733333333;0.066191532
7.736111111;0.066359887
7.738888889;0.066556301
7.741666667;0.066696596
7.744444444;0.066836892
7.747222222;0.066836892
7.75;0.067033306
7.752777778;0.067173602
7.755555556;0.067117484
7.758333333;0.067426134
7.761111111;0.067650607
7.763888889;0.067706726
7.766666667;0.067762844
7.769444444;0.067818962
7.772222222;0.06790314
7.775;0.067959258
7.777777778;0.068043436
7.780555556;0.067959258
7.783333333;0.067875081
7.786111111;0.067959258
7.788888889;0.067622548
7.791666667;0.067482253
7.794444444;0.067117484
7.797222222;0.067005247
7.8;0.066612419
7.802777778;0.067089425
7.805555556;0.067341957
7.808333333;0.067650607
7.811111111;0.068155672
7.813888889;0.067734785
7.816666667;0.067762844
7.819444444;0.067818962
7.822222222;0.067875081
7.825;0.067790903
7.827777778;0.067931199
7.830555556;0.06790314
7.833333333;0.067987317
7.836111111;0.06790314
7.838888889;0.067650607
7.841666667;0.067482253
7.844444444;0.067285839
7.847222222;0.067061365
7.85;0.066472123
7.852777778;0.06624765
7.855555556;0.066472123
7.858333333;0.066808833
7.861111111;0.066977188
7.863888889;0.067033306
7.866666667;0.067145543
7.869444444;0.066949129
7.872222222;0.067089425
7.875;0.067285839
7.877777778;0.067173602
7.880555556;0.066780774
7.883333333;0.066556301
7.886111111;0.066107354
7.888888889;0.06526558
7.891666667;0.064648279
7.894444444;0.064704397
7.897222222;0.065518112
7.9;0.066219591
7.902777778;0.066303768
7.905555556;0.066640478
7.908333333;0.066275709
7.911111111;0.066275709
7.913888889;0.066191532
7.916666667;0.066023177
7.919444444;0.06624765
7.922222222;0.066528242
7.925;0.066752715
7.927777778;0.066949129
7.930555556;0.06689301
7.933333333;0.066808833
7.936111111;0.066275709
7.938888889;0.06658436
7.941666667;0.066023177
7.944444444;0.066051236
7.947222222;0.066191532
7.95;0.066275709
7.952777778;0.066836892
7.955555556;0.066808833
7.958333333;0.066472123
7.961111111;0.066472123
7.963888889;0.066528242
7.966666667;0.066724656
7.969444444;0.066696596
7.972222222;0.066808833
7.975;0.066556301
7.977777778;0.06624765
7.980555556;0.066107354
7.983333333;0.065882881
7.986111111;0.065546171
7.988888889;0.065349757
7.991666667;0.065321698
7.994444444;0.065546171
7.997222222;0.06557423
8;0.066051236
8.002777778;0.066107354
8.005555556;0.066331827
8.008333333;0.066275709
8.011111111;0.066079295
8.013888889;0.066387946
8.016666667;0.06658436
8.019444444;0.066752715
8.022222222;0.067089425
8.025;0.06658436
8.027777778;0.066387946
8.030555556;0.066416005
8.033333333;0.066163473
8.036111111;0.066051236
8.038888889;0.065854822
8.041666667;0.065826763
8.044444444;0.065770645
8.047222222;0.06591094
8.05;0.066135413
8.052777778;0.066079295
8.055555556;0.066051236
8.058333333;0.066107354
8.061111111;0.065770645
8.063888889;0.065770645
8.066666667;0.065490053
8.069444444;0.065237521
8.072222222;0.065181402
8.075;0.065097225
8.077777778;0.065518112
8.080555556;0.065630349
8.083333333;0.06557423
8.086111111;0.065181402
8.088888889;0.065181402
8.091666667;0.065546171
8.094444444;0.065995118
8.097222222;0.06591094
8.1;0.065686467
8.102777778;0.065882881
8.105555556;0.065938999
8.108333333;0.065882881
8.111111111;0.065938999
8.113888889;0.065826763
8.116666667;0.066331827
8.119444444;0.066023177
8.122222222;0.065546171
8.125;0.065658408
8.127777778;0.065630349
8.130555556;0.065770645
8.133333333;0.065854822
8.136111111;0.065938999
8.138888889;0.065882881
8.141666667;0.065770645
8.144444444;0.06591094
8.147222222;0.065714526
8.15;0.065490053
8.152777778;0.065405876
8.155555556;0.065181402
8.158333333;0.065209462
8.161111111;0.065405876
8.163888889;0.065461994
8.166666667;0.06557423
8.169444444;0.065854822
8.172222222;0.065882881
8.175;0.066107354
8.177777778;0.066331827
8.180555556;0.066163473
8.183333333;0.066219591
8.186111111;0.066163473
8.188888889;0.066107354
8.191666667;0.066135413
8.194444444;0.066191532
8.197222222;0.066135413
8.2;0.066051236
8.202777778;0.065967059
8.205555556;0.065798704
8.208333333;0.065770645
8.211111111;0.066416005
8.213888889;0.065714526
8.216666667;0.065377816
8.219444444;0.06560229
8.222222222;0.06560229
8.225;0.065405876
8.227777778;0.065461994
8.230555556;0.065153343
8.233333333;0.065097225
8.236111111;0.065181402
8.238888889;0.06526558
8.241666667;0.065686467
8.244444444;0.065125284
8.247222222;0.065293639
8.25;0.065349757
8.252777778;0.065630349
8.255555556;0.065658408
8.258333333;0.065518112
8.261111111;0.065630349
8.263888889;0.065658408
8.266666667;0.065714526
8.269444444;0.065630349
8.272222222;0.065854822
8.275;0.065882881
8.277777778;0.06591094
8.280555556;0.065742585
8.283333333;0.065405876
8.286111111;0.065405876
8.288888889;0.065377816
8.291666667;0.065630349
8.294444444;0.065686467
8.297222222;0.065686467
8.3;0.065546171
8.302777778;0.065546171
8.305555556;0.065995118
8.308333333;0.065826763
8.311111111;0.065630349
8.313888889;0.065714526
8.316666667;0.065770645
8.319444444;0.065770645
8.322222222;0.065854822
8.325;0.066051236
8.327777778;0.065826763
8.330555556;0.065490053
8.333333333;0.065461994
8.336111111;0.065405876
8.338888889;0.06526558
8.341666667;0.06526558
8.344444444;0.065097225
8.347222222;0.06492887
8.35;0.064507983
8.352777778;0.064760515
8.355555556;0.064648279
8.358333333;0.064956929
8.361111111;0.06492887
8.363888889;0.065041107
8.366666667;0.065349757
8.369444444;0.065209462
8.372222222;0.065349757
8.375;0.065377816
8.377777778;0.065097225
8.380555556;0.064844693
8.383333333;0.064760515
8.386111111;0.064872752
8.388888889;0.065153343
8.391666667;0.065153343
8.394444444;0.065069166
8.397222222;0.064984988
8.4;0.064872752
8.402777778;0.065013048
8.405555556;0.06492887
8.408333333;0.065293639
8.411111111;0.065125284
8.413888889;0.065321698
8.416666667;0.065461994
8.419444444;0.065349757
8.422222222;0.06526558
8.425;0.065321698
8.427777778;0.065405876
8.430555556;0.065377816
8.433333333;0.065349757
8.436111111;0.065125284
8.438888889;0.065069166
8.441666667;0.065125284
8.444444444;0.065153343
8.447222222;0.065153343
8.45;0.065209462
8.452777778;0.065237521
8.455555556;0.065069166
8.458333333;0.064900811
8.461111111;0.064788574
8.463888889;0.064648279
8.466666667;0.064732456
8.469444444;0.064816633
8.472222222;0.065069166
8.475;0.065433935
8.477777778;0.065490053
8.480555556;0.065490053
8.483333333;0.06557423
8.486111111;0.06560229
8.488888889;0.065518112
8.491666667;0.065518112
8.494444444;0.06557423
