Tid (h);Konc. Norm (g/l) 
0.577777778;0.298801874
0.580555556;0.298240691
0.583333333;0.297763686
0.586111111;0.297034148
0.588888889;0.296164314
0.591666667;0.295603131
0.594444444;0.294733298
0.597222222;0.294031819
0.6;0.293386459
0.602777778;0.292853335
0.605555556;0.29201156
0.608333333;0.291394259
0.611111111;0.290580544
0.613888889;0.290103538
0.616666667;0.289289823
0.619444444;0.288756699
0.622222222;0.288027161
0.625;0.288111339
0.627777778;0.287802688
0.630555556;0.287157328
0.633333333;0.286680322
0.636111111;0.286034962
0.638888889;0.285473779
0.641666667;0.284856477
0.644444444;0.284407531
0.647222222;0.283762171
0.65;0.283004574
0.652777778;0.282499509
0.655555556;0.281854149
0.658333333;0.281096552
0.661111111;0.280423132
0.663888889;0.27949718
0.666666667;0.278655406
0.669444444;0.278318696
0.672222222;0.277701395
0.675;0.276971857
0.677777778;0.276298437
0.680555556;0.275765313
0.683333333;0.275148012
0.686111111;0.274642947
0.688888889;0.273913409
0.691666667;0.273408345
0.694444444;0.272791044
0.697222222;0.272285979
0.7;0.271724796
0.702777778;0.271331968
0.705555556;0.270630489
0.708333333;0.270293779
0.711111111;0.269900951
0.713888889;0.269227532
0.716666667;0.268778585
0.719444444;0.268357698
0.722222222;0.267880692
0.725;0.267263391
0.727777778;0.266870563
0.730555556;0.266393558
0.733333333;0.265860434
0.736111111;0.265355369
0.738888889;0.265046718
0.741666667;0.264597772
0.744444444;0.264204944
0.747222222;0.263924353
0.75;0.263615702
0.752777778;0.263194815
0.755555556;0.262773927
0.758333333;0.26235304
0.761111111;0.261988271
0.763888889;0.261455147
0.766666667;0.260978142
0.769444444;0.260416959
0.772222222;0.259996072
0.775;0.259462948
0.777777778;0.259014002
0.780555556;0.258649233
0.783333333;0.258144168
0.786111111;0.257695222
0.788888889;0.257274334
0.791666667;0.256797329
0.794444444;0.256320323
0.797222222;0.255899436
0.8;0.25542243
0.802777778;0.254945425
0.805555556;0.254496479
0.808333333;0.258901765
0.811111111;0.257723281
0.813888889;0.255674963
0.816666667;0.254889307
0.819444444;0.254496479
0.822222222;0.254328124
0.825;0.254384242
0.827777778;0.253935296
0.830555556;0.253177699
0.833333333;0.252111451
0.836111111;0.25115744
0.838888889;0.250455961
0.841666667;0.249333595
0.844444444;0.248660176
0.847222222;0.248127052
0.85;0.247678105
0.852777778;0.247621987
0.855555556;0.246892449
0.858333333;0.246499621
0.861111111;0.24621903
0.863888889;0.245938438
0.866666667;0.245433374
0.869444444;0.245012486
0.872222222;0.244619658
0.875;0.244535481
0.877777778;0.244114594
0.880555556;0.24389012
0.883333333;0.243076405
0.886111111;0.242683577
0.888888889;0.242487163
0.891666667;0.242374926
0.894444444;0.242066276
0.897222222;0.241954039
0.9;0.241729566
0.902777778;0.24128062
0.905555556;0.240466904
0.908333333;0.239709307
0.911111111;0.238615
0.913888889;0.238250231
0.916666667;0.237997699
0.919444444;0.237660989
0.922222222;0.237436516
0.925;0.237043688
0.927777778;0.23732428
0.930555556;0.23665086
0.933333333;0.236678919
0.936111111;0.235949381
0.938888889;0.235584612
0.941666667;0.235360139
0.944444444;0.235023429
0.947222222;0.234714779
0.95;0.23435001
0.952777778;0.234209714
0.955555556;0.233732709
0.958333333;0.233480176
0.961111111;0.233115407
0.963888889;0.232806757
0.966666667;0.232554224
0.969444444;0.232189455
0.972222222;0.231852746
0.975;0.231572154
0.977777778;0.231235444
0.980555556;0.230926794
0.983333333;0.230590084
0.986111111;0.230309492
0.988888889;0.229972783
0.991666667;0.229551895
0.994444444;0.229327422
0.997222222;0.229131008
1;0.228822358
1.002777778;0.228429529
1.005555556;0.228176997
1.008333333;0.227840287
1.011111111;0.227559696
1.013888889;0.227251045
1.016666667;0.226914335
1.019444444;0.226661803
1.022222222;0.226297034
1.025;0.226044502
1.027777778;0.225735851
1.030555556;0.225511378
1.033333333;0.225146609
1.036111111;0.225034372
1.038888889;0.224837958
1.041666667;0.224389012
1.044444444;0.224080361
1.047222222;0.22379977
1.05;0.223519178
1.052777778;0.223322764
1.055555556;0.223042173
1.058333333;0.222761581
1.061111111;0.223238587
1.063888889;0.222228458
1.066666667;0.221947866
1.069444444;0.22180757
1.072222222;0.221975925
1.075;0.221386683
1.077777778;0.221414742
1.080555556;0.220993855
1.083333333;0.22048879
1.086111111;0.220236258
1.088888889;0.219983726
1.091666667;0.219675075
1.094444444;0.219478661
1.097222222;0.21917001
1.1;0.219001655
1.102777778;0.218721064
1.105555556;0.218384354
1.108333333;0.218047644
1.111111111;0.217767053
1.113888889;0.217514521
1.116666667;0.217261988
1.119444444;0.216897219
1.122222222;0.21653245
1.125;0.216167681
1.127777778;0.215943208
1.130555556;0.21555038
1.133333333;0.215101434
1.136111111;0.214764724
1.138888889;0.21456831
1.141666667;0.214343837
1.144444444;0.214035186
1.147222222;0.213726536
1.15;0.213474003
1.152777778;0.21324953
1.155555556;0.213081175
1.158333333;0.212744465
1.161111111;0.212463874
1.163888889;0.212379696
1.166666667;0.211986868
1.169444444;0.211762395
1.172222222;0.21159404
1.175;0.211481804
1.177777778;0.211201212
1.180555556;0.21094868
1.183333333;0.210836443
1.186111111;0.210471674
1.188888889;0.210219142
1.191666667;0.209910491
1.194444444;0.209686018
1.197222222;0.209461545
1.2;0.209349308
1.202777778;0.208900362
1.205555556;0.208732007
1.208333333;0.208507534
1.211111111;0.208255002
1.213888889;0.208114706
1.216666667;0.207834114
1.219444444;0.207693819
1.222222222;0.207469345
1.225;0.207357109
1.227777778;0.207048458
1.230555556;0.206795926
1.233333333;0.206683689
1.236111111;0.206515334
1.238888889;0.20631892
1.241666667;0.20598221
1.244444444;0.205813856
1.247222222;0.205617442
1.25;0.205392968
1.252777778;0.205168495
1.255555556;0.205028199
1.258333333;0.204831785
1.261111111;0.204663431
1.263888889;0.204410898
1.266666667;0.204214484
1.269444444;0.20401807
1.272222222;0.203849715
1.275;0.203653301
1.277777778;0.203484946
1.280555556;0.203288532
1.283333333;0.203092118
1.286111111;0.202895704
1.288888889;0.202558994
1.291666667;0.202418699
1.294444444;0.202166166
1.297222222;0.202110048
1.3;0.201689161
1.302777778;0.201548865
1.305555556;0.201324392
1.308333333;0.201099919
1.311111111;0.200959623
1.313888889;0.200763209
1.316666667;0.200538736
1.319444444;0.200314262
1.322222222;0.200202026
1.325;0.199977553
1.327777778;0.199865316
1.330555556;0.199556665
1.333333333;0.19941637
1.336111111;0.199191897
1.338888889;0.199500547
1.341666667;0.199107719
1.344444444;0.198630714
1.347222222;0.198237885
1.35;0.198013412
1.352777778;0.197676702
1.355555556;0.197311934
1.358333333;0.197199697
1.361111111;0.196862987
1.363888889;0.196582396
1.366666667;0.196414041
1.369444444;0.196245686
1.372222222;0.196049272
1.375;0.195824799
1.377777778;0.195544207
1.380555556;0.195291675
1.383333333;0.195039143
1.386111111;0.194814669
1.388888889;0.194506019
1.391666667;0.194085131
1.394444444;0.193664244
1.397222222;0.193355594
1.4;0.193018884
1.402777778;0.192766351
1.405555556;0.192794411
1.408333333;0.192569937
1.411111111;0.19248576
1.413888889;0.192092932
1.416666667;0.191784281
1.419444444;0.191615926
1.422222222;0.191559808
1.425;0.191335335
1.427777778;0.191110862
1.430555556;0.190886389
1.433333333;0.190633856
1.436111111;0.190549679
1.438888889;0.190409383
1.441666667;0.190212969
1.444444444;0.189960437
1.447222222;0.189707904
1.45;0.189399254
1.452777778;0.189258958
1.455555556;0.189118662
1.458333333;0.189062544
1.461111111;0.18886613
1.463888889;0.188669716
1.466666667;0.188333006
1.469444444;0.188417183
1.472222222;0.188304947
1.475;0.188220769
1.477777778;0.188052414
1.480555556;0.187687646
1.483333333;0.187603468
1.486111111;0.187266758
1.488888889;0.187070344
1.491666667;0.18687393
1.494444444;0.186986167
1.497222222;0.18687393
1.5;0.186789753
1.502777778;0.186733635
1.505555556;0.18656528
1.508333333;0.186368866
1.511111111;0.186256629
1.513888889;0.186060215
1.516666667;0.185919919
1.519444444;0.185976037
1.522222222;0.185499032
1.525;0.185919919
1.527777778;0.185358736
1.530555556;0.185078145
1.533333333;0.184685317
1.536111111;0.184348607
1.538888889;0.184096075
1.541666667;0.183871601
1.544444444;0.183478773
1.547222222;0.183198182
1.55;0.183057886
1.552777778;0.183029827
1.555555556;0.182945649
1.558333333;0.182693117
1.561111111;0.18227223
1.563888889;0.182159993
1.566666667;0.181879402
1.569444444;0.181767165
1.572222222;0.181458515
1.575;0.181205982
1.577777778;0.181121805
1.580555556;0.18095345
1.583333333;0.180700918
1.586111111;0.180308089
1.588888889;0.180195853
1.591666667;0.180027498
1.594444444;0.179774966
1.597222222;0.179494374
1.6;0.178989309
1.602777778;0.178512304
1.605555556;0.178147535
1.608333333;0.17764247
1.611111111;0.177193524
1.613888889;0.176548164
1.616666667;0.175958921
1.619444444;0.175369679
1.622222222;0.174780437
1.625;0.174640141
1.627777778;0.174471787
1.630555556;0.174303432
1.633333333;0.17402284
1.636111111;0.173573894
1.638888889;0.17368613
1.641666667;0.17337748
1.644444444;0.17371419
1.647222222;0.17371419
1.65;0.173770308
1.652777778;0.173770308
1.655555556;0.173798367
1.658333333;0.173798367
1.661111111;0.17368613
1.663888889;0.173293302
1.666666667;0.172956592
1.669444444;0.172647942
1.672222222;0.172255114
1.675;0.171918404
1.677777778;0.171609753
1.680555556;0.171273044
1.683333333;0.171104689
1.686111111;0.170767979
1.688888889;0.170459328
1.691666667;0.170347092
1.694444444;0.170094559
1.697222222;0.169898145
1.7;0.16972979
1.702777778;0.169336962
1.705555556;0.169196667
1.708333333;0.169280844
1.711111111;0.169252785
1.713888889;0.168663543
1.716666667;0.168831898
1.719444444;0.168691602
1.722222222;0.16874772
1.725;0.168859957
1.727777778;0.168859957
1.730555556;0.169196667
1.733333333;0.169477258
1.736111111;0.168635484
1.738888889;0.169252785
1.741666667;0.169252785
1.744444444;0.16874772
1.747222222;0.168270715
1.75;0.168579365
1.752777778;0.168158478
1.755555556;0.168158478
1.758333333;0.168242656
1.761111111;0.168270715
1.763888889;0.168298774
1.766666667;0.168354892
1.769444444;0.16841101
1.772222222;0.168326833
1.775;0.168130419
1.777777778;0.16810236
1.780555556;0.168018182
1.783333333;0.168018182
1.786111111;0.16810236
1.788888889;0.168046241
1.791666667;0.167990123
1.794444444;0.167905946
1.797222222;0.167793709
1.8;0.167625354
1.802777778;0.167513118
1.805555556;0.167400881
1.808333333;0.167316704
1.811111111;0.167176408
1.813888889;0.166867757
1.816666667;0.166531047
1.819444444;0.166250456
1.822222222;0.166390752
1.825;0.166278515
1.827777778;0.166025983
1.830555556;0.166025983
1.833333333;0.16580151
1.836111111;0.165689273
1.838888889;0.165380622
1.841666667;0.165100031
1.844444444;0.164931676
1.847222222;0.164819439
1.85;0.16445467
1.852777778;0.164061842
1.855555556;0.164061842
1.858333333;0.163640955
1.861111111;0.163388423
1.863888889;0.163107831
1.866666667;0.162630826
1.869444444;0.162406353
1.872222222;0.161873229
1.875;0.161648756
1.877777778;0.161087573
1.880555556;0.160666685
1.883333333;0.160470271
1.886111111;0.160414153
1.888888889;0.159572379
1.891666667;0.158927018
1.894444444;0.158646427
1.897222222;0.158253599
1.9;0.15788883
1.902777778;0.158085244
1.905555556;0.157383765
1.908333333;0.157327647
1.911111111;0.157018996
1.913888889;0.1568787
1.916666667;0.156738405
1.919444444;0.156429754
1.922222222;0.156401695
1.925;0.156682286
1.927777778;0.156710345
1.930555556;0.156766464
1.933333333;0.156990937
1.936111111;0.156962878
1.938888889;0.156682286
1.941666667;0.156794523
1.944444444;0.15657005
1.947222222;0.156401695
1.95;0.156036926
1.952777778;0.15555992
1.955555556;0.155195151
1.958333333;0.154746205
1.961111111;0.154465614
1.963888889;0.154297259
1.966666667;0.153988608
1.969444444;0.154942619
1.972222222;0.153876371
1.975;0.153539662
1.977777778;0.153483543
1.980555556;0.153287129
1.983333333;0.153343248
1.986111111;0.153343248
1.988888889;0.153118774
1.991666667;0.152697887
1.994444444;0.152978479
1.997222222;0.152389237
2;0.152136704
2.002777778;0.152277
2.005555556;0.152305059
2.008333333;0.152501473
2.011111111;0.152052527
2.013888889;0.152248941
2.016666667;0.151799994
2.019444444;0.15194029
2.022222222;0.151743876
2.025;0.151575521
2.027777778;0.151379107
2.030555556;0.15160358
2.033333333;0.151575521
2.036111111;0.151463285
2.038888889;0.151435225
2.041666667;0.151351048
2.044444444;0.151042397
2.047222222;0.151042397
2.05;0.150874042
2.052777778;0.150677628
2.055555556;0.150537333
2.058333333;0.150537333
2.061111111;0.150425096
2.063888889;0.150425096
2.066666667;0.150397037
2.069444444;0.1502848
2.072222222;0.150228682
2.075;0.150368978
2.077777778;0.150228682
2.080555556;0.150425096
2.083333333;0.150397037
2.086111111;0.150340919
2.088888889;0.150453155
2.091666667;0.150593451
2.094444444;0.150677628
2.097222222;0.150874042
2.1;0.151014338
2.102777778;0.151098516
2.105555556;0.151154634
2.108333333;0.151098516
2.111111111;0.150902102
2.113888889;0.15062151
2.116666667;0.150537333
2.119444444;0.150874042
2.122222222;0.150509274
2.125;0.150817924
2.127777778;0.149920031
2.130555556;0.149723617
2.133333333;0.149667499
2.136111111;0.149667499
2.138888889;0.149723617
2.141666667;0.149443026
2.144444444;0.149414967
2.147222222;0.149414967
2.15;0.149246612
2.152777778;0.149190494
2.155555556;0.149106316
2.158333333;0.149022139
2.161111111;0.148825725
2.163888889;0.148853784
2.166666667;0.148713488
2.169444444;0.148629311
2.172222222;0.148432897
2.175;0.14832066
2.177777778;0.148208423
2.180555556;0.14832066
2.183333333;0.148068128
2.186111111;0.148040068
2.188888889;0.148489015
2.191666667;0.148152305
2.194444444;0.148489015
2.197222222;0.148208423
2.2;0.147563063
2.202777778;0.147170235
2.205555556;0.146609052
2.208333333;0.146468756
2.211111111;0.146132046
2.213888889;0.145795337
2.216666667;0.145795337
2.219444444;0.145374449
2.222222222;0.145290272
2.225;0.14500968
2.227777778;0.144729089
2.230555556;0.14436432
2.233333333;0.144336261
2.236111111;0.14436432
2.238888889;0.143971492
2.241666667;0.143747019
2.244444444;0.143241954
2.247222222;0.142933303
2.25;0.142568534
2.252777778;0.142259884
2.255555556;0.142007351
2.258333333;0.141923174
2.261111111;0.142287943
2.263888889;0.141810937
2.266666667;0.141810937
2.269444444;0.142007351
2.272222222;0.14237212
2.275;0.142203766
2.277777778;0.142007351
2.280555556;0.14237212
2.283333333;0.142484357
2.286111111;0.142287943
2.288888889;0.142119588
2.291666667;0.141867056
2.294444444;0.142091529
2.297222222;0.142512416
2.3;0.142821067
2.302777778;0.143157777
2.305555556;0.143157777
2.308333333;0.143129717
2.311111111;0.143270013
2.313888889;0.143522546
2.316666667;0.143662841
2.319444444;0.143298072
2.322222222;0.142484357
2.325;0.141670642
2.327777778;0.140969163
2.330555556;0.140576335
2.333333333;0.140211566
2.336111111;0.140043211
2.338888889;0.139678442
2.341666667;0.139594265
2.344444444;0.139706501
2.347222222;0.139846797
2.35;0.13976262
2.352777778;0.13976262
2.355555556;0.139790679
2.358333333;0.139706501
2.361111111;0.13973456
2.363888889;0.13976262
2.366666667;0.139706501
2.369444444;0.139510087
2.372222222;0.139397851
2.375;0.139369792
2.377777778;0.139257555
2.380555556;0.139201437
2.383333333;0.13942591
2.386111111;0.139538146
2.388888889;0.139678442
2.391666667;0.139678442
2.394444444;0.139790679
2.397222222;0.13973456
2.4;0.139650383
2.402777778;0.139453969
2.405555556;0.139313673
2.408333333;0.139173377
2.411111111;0.138892786
2.413888889;0.1390892
2.416666667;0.138892786
2.419444444;0.138836668
2.422222222;0.138920845
2.425;0.139285614
2.427777778;0.138668313
2.430555556;0.138640254
2.433333333;0.138640254
2.436111111;0.138584135
2.438888889;0.138724431
2.441666667;0.138528017
2.444444444;0.138556076
2.447222222;0.138640254
2.45;0.138892786
2.452777778;0.138556076
2.455555556;0.138247426
2.458333333;0.138471899
2.461111111;0.138051012
2.463888889;0.13777042
2.466666667;0.138275485
2.469444444;0.137910716
2.472222222;0.137798479
2.475;0.137854597
2.477777778;0.137658183
2.480555556;0.137489829
2.483333333;0.137377592
2.486111111;0.137377592
2.488888889;0.137798479
2.491666667;0.137630124
2.494444444;0.137882657
2.497222222;0.137545947
2.5;0.137181178
2.502777778;0.137068941
2.505555556;0.136732232
2.508333333;0.136704172
2.511111111;0.136367463
2.513888889;0.136227167
2.516666667;0.136591936
2.519444444;0.136002694
2.522222222;0.135862398
2.525;0.13580628
2.527777778;0.135609866
2.530555556;0.135974635
2.533333333;0.136395522
2.536111111;0.136367463
2.538888889;0.136339403
2.541666667;0.13611493
2.544444444;0.136086871
2.547222222;0.136255226
2.55;0.13645164
2.552777778;0.136423581
2.555555556;0.136423581
2.558333333;0.136535818
2.561111111;0.136676113
2.563888889;0.136619995
2.566666667;0.136479699
2.569444444;0.136367463
2.572222222;0.136227167
2.575;0.136199108
2.577777778;0.13611493
2.580555556;0.136171049
2.583333333;0.136030753
2.586111111;0.135918516
2.588888889;0.136199108
2.591666667;0.13611493
2.594444444;0.13611493
2.597222222;0.136142989
2.6;0.137068941
2.602777778;0.136760291
2.605555556;0.136339403
2.608333333;0.136227167
2.611111111;0.136283285
2.613888889;0.136171049
2.616666667;0.136086871
2.619444444;0.136199108
2.622222222;0.136030753
2.625;0.135974635
2.627777778;0.136171049
2.630555556;0.136199108
2.633333333;0.136283285
2.636111111;0.136171049
2.638888889;0.136171049
2.641666667;0.136591936
2.644444444;0.136339403
2.647222222;0.136171049
2.65;0.136311344
2.652777778;0.13645164
2.655555556;0.13645164
2.658333333;0.136311344
2.661111111;0.136423581
2.663888889;0.136507758
2.666666667;0.135918516
2.669444444;0.135637925
2.672222222;0.135273156
2.675;0.135076742
2.677777778;0.138191307
2.680555556;0.135918516
2.683333333;0.136423581
2.686111111;0.135694043
2.688888889;0.135357333
2.691666667;0.135553747
2.694444444;0.135104801
2.697222222;0.135525688
2.7;0.134992564
2.702777778;0.134403322
2.705555556;0.134571677
2.708333333;0.134403322
2.711111111;0.133786021
2.713888889;0.13381408
2.716666667;0.133898258
2.719444444;0.134010494
2.722222222;0.133842139
2.725;0.13381408
2.727777778;0.13347737
2.730555556;0.133337075
2.733333333;0.133196779
2.736111111;0.133280956
2.738888889;0.132916187
2.741666667;0.132719773
2.744444444;0.132467241
2.747222222;0.132214709
2.75;0.132214709
2.752777778;0.132523359
2.755555556;0.132860069
2.758333333;0.133112601
2.761111111;0.133252897
2.763888889;0.133112601
2.766666667;0.132888128
2.769444444;0.132691714
2.772222222;0.132691714
2.775;0.132326945
2.777777778;0.131906058
2.780555556;0.131793821
2.783333333;0.131597407
2.786111111;0.131400993
2.788888889;0.131120402
2.791666667;0.131400993
2.794444444;0.13151323
2.797222222;0.132046354
2.8;0.132551418
2.802777778;0.133084542
2.805555556;0.133449311
2.808333333;0.133393193
2.811111111;0.13316872
2.813888889;0.132803951
2.816666667;0.132242768
2.819444444;0.13184994
2.822222222;0.131793821
2.825;0.131653526
2.827777778;0.131400993
2.830555556;0.131260698
2.833333333;0.13117652
2.836111111;0.131064284
2.838888889;0.130923988
2.841666667;0.130559219
2.844444444;0.130278627
2.847222222;0.129745504
2.85;0.129408794
2.852777778;0.129128202
2.855555556;0.128819552
2.858333333;0.128651197
2.861111111;0.128510901
2.863888889;0.128230309
2.866666667;0.128258369
2.869444444;0.128398664
2.872222222;0.128482842
2.875;0.128707315
2.877777778;0.129072084
2.880555556;0.128987907
2.883333333;0.129240439
2.886111111;0.12952103
2.888888889;0.129661326
2.891666667;0.129773563
2.894444444;0.12985774
2.897222222;0.129717444
2.9;0.129549089
2.902777778;0.129464912
2.905555556;0.129352675
2.908333333;0.129324616
2.911111111;0.129324616
2.913888889;0.129492971
2.916666667;0.129605208
2.919444444;0.129689385
2.922222222;0.129605208
2.925;0.129492971
2.927777778;0.129577149
2.930555556;0.129745504
2.933333333;0.129717444
2.936111111;0.129296557
2.938888889;0.12853896
2.941666667;0.128061955
2.944444444;0.128482842
2.947222222;0.127809422
2.95;0.127613008
2.952777778;0.127416594
2.955555556;0.126995707
2.958333333;0.12688347
2.961111111;0.127164062
2.963888889;0.127416594
2.966666667;0.126995707
2.969444444;0.126995707
2.972222222;0.12722018
2.975;0.127472712
2.977777778;0.127641067
2.980555556;0.127669127
2.983333333;0.128510901
2.986111111;0.12887567
2.988888889;0.128847611
2.991666667;0.128258369
2.994444444;0.127977777
2.997222222;0.128146132
3;0.127725245
3.002777778;0.127388535
3.005555556;0.127248239
3.008333333;0.127472712
3.011111111;0.127192121
3.013888889;0.127472712
3.016666667;0.127444653
3.019444444;0.127192121
3.022222222;0.127248239
3.025;0.127584949
3.027777778;0.127753304
3.030555556;0.12820225
3.033333333;0.128987907
3.036111111;0.12921238
3.038888889;0.129492971
3.041666667;0.129941918
3.044444444;0.129745504
3.047222222;0.129464912
3.05;0.128567019
3.052777778;0.127697186
3.055555556;0.127192121
3.058333333;0.12688347
3.061111111;0.126378406
3.063888889;0.125929459
3.066666667;0.125761104
3.069444444;0.125733045
3.072222222;0.1259014
3.075;0.126069755
3.077777778;0.126041696
3.080555556;0.126013637
3.083333333;0.126210051
3.086111111;0.126097814
3.088888889;0.126069755
3.091666667;0.126069755
3.094444444;0.126097814
3.097222222;0.126125873
3.1;0.126294228
3.102777778;0.126406465
3.105555556;0.125957518
3.108333333;0.125452454
3.111111111;0.125031567
3.113888889;0.12623811
3.116666667;0.126855411
3.119444444;0.126546761
3.122222222;0.126210051
3.125;0.126406465
3.127777778;0.126490642
3.130555556;0.126715115
3.133333333;0.126658997
3.136111111;0.126434524
3.138888889;0.126294228
3.141666667;0.126125873
3.144444444;0.125845282
3.147222222;0.125929459
3.15;0.1259014
3.152777778;0.125620809
3.155555556;0.123628609
3.158333333;0.122758775
3.161111111;0.122646539
3.163888889;0.122365947
3.166666667;0.122001178
3.169444444;0.12163641
3.172222222;0.1212997
3.175;0.120345689
3.177777778;0.120037038
3.180555556;0.119812565
3.183333333;0.119728387
3.186111111;0.119588092
3.188888889;0.119616151
3.191666667;0.11964421
3.194444444;0.119700328
3.197222222;0.119531973
3.2;0.119475855
3.202777778;0.11964421
3.205555556;0.119952861
3.208333333;0.120177334
3.211111111;0.120177334
3.213888889;0.120261511
3.216666667;0.120401807
3.219444444;0.120401807
3.222222222;0.120345689
3.225;0.120485984
3.227777778;0.120401807
3.230555556;0.120205393
3.233333333;0.11998092
3.236111111;0.120065097
3.238888889;0.120233452
3.241666667;0.120261511
3.244444444;0.120205393
3.247222222;0.119952861
3.25;0.120008979
3.252777778;0.120037038
3.255555556;0.119924801
3.258333333;0.119896742
3.261111111;0.119756447
3.263888889;0.11964421
3.266666667;0.119672269
3.269444444;0.119672269
3.272222222;0.119588092
3.275;0.119784506
3.277777778;0.119952861
3.280555556;0.120261511
3.283333333;0.120542103
3.286111111;0.120822694
